Quelle;Anforderungs Nr.;Titel;Beschreibung;Verbindlichkeit;Pruefverfahren;Thema;Schwerpunkt
gemSpec_ePA_FdV;A_15873-01;ePA-Frontend des Versicherten: Prüfung TI-Zertifikate (ausser SGD-Zertifikate);"Das ePA-Frontend des Versicherten MUSS bei der Prüfung von X.509-Zertifikaten
der TI (ausser X.509-Zertifikaten eines Schlüsselgenerierungsdienstes) folgende
Prüfschritte durchlaufen.

[...]";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Zertifikatsprüfung;Neutral
gemSpec_ePA_FdV;A_15972-01;ePA-Frontend des Versicherten: Trennung fachlicher und technischer Dokumente beim Upload;"Das ePA-Frontend des Versicherten MUSS sicherstellen, dass eine Provide And
Register Document Set-b Message entweder ein oder mehrere Versichertendokumente
oder genau ein technisches Dokument enthält.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Dokumentenverwaltung;ePA
gemSpec_ePA_FdV;A_16045-02;ePA-Frontend des Versicherten: Berechtigung für Vertreter löschen;"Das ePA-Frontend des Versicherten MUSS den Anwendungsfall ""UC 3.6 - Bestehende
Berechtigungen durch einen Versicherten verwalten"" aus [gemSysL_ePA] für jeden
berechtigten Vertreter, dessen Berechtigung entzogen werden soll, gemäß
TAB_FdV_168 umsetzen.


 Tabelle #: TAB_FdV_168 – Berechtigung für Vertreter löschen

[...]";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_16046-02;ePA-Frontend des Versicherten: Berechtigung für Vertreter löschen - Policy Document in Dokumentenverwaltung löschen;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Berechtigung für
Vertreter löschen"" für das Löschen des Policy Document in die
Dokumentenverwaltung die übergreifende Aktivität ""Dokumentenset in
Dokumentenverwaltung löschen"" mit einer RemoveMetadata_Message für den über die
XDS-Metadaten ermittelten Dokument Identifier des Policy Documents des
Vertreters ausführen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_16047-01;ePA-Frontend des Versicherten: Berechtigung für Vertreter löschen - Schlüsselmaterial in ePA-Aktensystem löschen;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Berechtigung für
Vertreter löschen"" für das Löschen des Schlüsselmaterials die übergreifende
Aktivität ""Schlüsselmaterial im ePA-Aktensystem löschen"" mit dem
EingangsparameterActorID = Versicherten-ID für Vertreter ausführen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_16204-01;ePA-Frontend des Versicherten: AuthorizationKey erstellen - Verschlüsselungszertifikate Gültigkeit online prüfen;"Das ePA-Frontend des Versicherten MUSS beim Erstellen eines AuthorizationKey
alle verwendeten Verschlüsselungszertifikate prüfen und den Anwendungsfall
abbrechen, wenn das Zertifikat in der Prüfung abgelehnt wurde oder der
Sperrstatus nicht ermittelt werden konnte.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_16221-01;ePA-Frontend des Versicherten: IHE XDS-Transaktion [ITI-41] - Unterstützung MTOM/XOP;"Das ePA-Frontend des Versicherten MUSS bei der Umsetzung der IHE
XDS-Transaktion [ITI-41] zur Übertragung von Dokumenten eine Kodierung mittels
MTOM/XOP [MTOM] gemäß [IHE-ITI-TF2x#V.3.6.] verwenden.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Dokumentenverwaltung;ePA
gemSpec_ePA_FdV;A_16222-02;ePA-Frontend des Versicherten: IHE XDS-Transaktion [ITI-43] - MTOM unterstützen;"Das ePA-Frontend des Versicherten MUSS bei der Umsetzung der IHE
XDS-Transaktion [ITI-43] die Übertragung von Dokumenten mit MTOM/XOP [MTOM]
unterstützen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Dokumentenverwaltung;ePA
gemSpec_ePA_FdV;A_17129-01;ePA-Frontend des Versicherten: Berechtigung bestimmen - Schlüsselmaterial aller Berechtigten laden;"Das ePA-Frontend des Versicherten MUSS für die Aktivität ""Vergebene
Berechtigungen bestimmen"" die übergreifende Aktivität ""Schlüsselmaterial aller
Berechtigten aus ePA-Aktensystem laden"" ausführen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_17130-01;ePA-Frontend des Versicherten: Schlüsselmaterial aller Berechtigten aus ePA-Aktensystem laden;"Das ePA-Frontend des Versicherten MUSS die Aktivität ""Schlüsselmaterial aller
Berechtigten aus ePA-Aktensystem laden"" gemäß TAB_FdV_163 umsetzen.


 Tabelle #: TAB_FdV_163 – Schlüsselmaterial aller Berechtigten aus
ePA-Aktensystem laden

[...]";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_17189-01;ePA-Frontend des Versicherten: Berechtigung an Kostenträger für Aktenkonto vergeben;"Das ePA-Frontend des Versicherten MUSS den Anwendungsfall ""UC 3.1 -
Berechtigung durch einen Versicherten vergeben"" aus [gemSysL_ePA] für den
Kostenträger, für den eine Berechtigung vergeben werden soll, gemäß TAB_FdV_171
umsetzen.


 Tabelle #: TAB_FdV_171 – Berechtigung an Kostenträger für Aktenkonto vergeben

[...]";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_17190-01;ePA-Frontend des Versicherten: Berechtigung Kostenträger vergeben - AuthorizationKey erstellen;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Berechtigung an
Kostenträger für Aktenkonto vergeben"" einen AuthorizationKey mit 
AuthorizationType = DOCUMENT_AUTHORIZATION für den zu berechtigenden
Kostenträger erstellen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_17191-01;ePA-Frontend des Versicherten: Berechtigung Kostenträger vergeben - Schlüsselmaterial im ePA-Aktensystem speichern;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Berechtigung an
Kostenträger für Aktenkonto vergeben"" für das Hochladen des Schlüsselmaterials
in das ePA-Aktensystem die übergreifende Aktivität ""Schlüsselmaterial im
ePA-Aktensystem speichern"" mit dem Eingangsparameter AuthorizationKey =
erstellter AuthorizationKey ausführen. Der optionale Parameter
NotificationInfoRepresentative wird nicht belegt.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_17192-01;ePA-Frontend des Versicherten: Berechtigung Kostenträger vergeben - Policy Document erstellen;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Berechtigung an
Kostenträger für Aktenkonto vergeben"" ein Policy Document für den zu
Berechtigenden erstellen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_17193-01;ePA-Frontend des Versicherten: Berechtigung Kostenträger vergeben - Policy Document hochladen;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Berechtigung an
Kostenträger für Aktenkonto vergeben"" zum Hochladen des Policy Documents in die
Dokumentenverwaltung die übergreifende Aktivität ""Dokumentenset in
Dokumentenverwaltung hochladen"" mit einer Provide And Register Document Set-b
Message für Policy Documents ausführen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_17195-01;ePA-Frontend des Versicherten: Berechtigung für Kostenträger löschen;"Das ePA-Frontend des Versicherten MUSS den Anwendungsfall ""UC 3.6 - Bestehende
Berechtigungen durch einen Versicherten verwalten"" aus [gemSysL_ePA] für den
Kostenträger, deren Berechtigung entzogen werden soll, gemäß TAB_FdV_166
umsetzen.

 Tabelle #: TAB_FdV_166 – Berechtigung für Kostenträger löschen

[...]";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_17196-02;ePA-Frontend des Versicherten: Berechtigung für Kostenträger löschen - Policy Document in Dokumentenverwaltung löschen;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Berechtigung für
Kostenträger löschen"" für das Löschen des Policy Document in die
Dokumentenverwaltung die übergreifende Aktivität ""Dokumentenset in
Dokumentenverwaltung löschen"" mit einer RemoveMetadata_Message für den über die
XDS-Metadaten ermittelten Dokument Identifier des Policy Documents des
Kostenträgers ausführen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_17197-01;ePA-Frontend des Versicherten: Berechtigung für Kostenträger löschen - Schlüsselmaterial in ePA-Aktensystem löschen;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Berechtigung für
Kostenträger löschen"" für das Löschen des Schlüsselmaterials die übergreifende
Aktivität ""Schlüsselmaterial im ePA-Aktensystem löschen"" mit dem
EingangsparameterActorID = Telematik-ID des Kostenträgers ausführen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_17232-03;ePA-Frontend des Versicherten: Policy Document für Kostenträger erstellen;" Das ePA-Frontend des Versicherten MUSS für einen zu berechtigenden
Kostenträger ein Policy Document unter Berücksichtigung der Anforderungen an
deren Inhalt in A_17460-* erstellen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_17505-02;ePA-Frontend des Versicherten für mobile Plattformen: Auswahl kryptographische Versichertenidentität;"Das ePA-Frontend des Versicherten MUSS dem Nutzer die Möglichkeit geben, für
eine Aktensession anstelle der eGK eine von einem Signaturdienst erzeugte
alternative kryptografische Identität des Versicherten zu verwenden, falls der
Nutzer diese alternative kryptographische Versichertenidentität zuvor im
ePA-Frontend des Versicherten bekannt gemacht hat.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Session;ePA
gemSpec_ePA_FdV;A_17541-01;ePA-Frontend des Versicherten: Authentisierungstoken erneuern;"Das ePA-Frontend des Versicherten MUSS die Aktivität ""Authentisierungstoken
erneuern"" gemäß TAB_FdV_173 umsetzen.


 Tabelle #: TAB_FdV_173 – Logout - Authentisierungstoken abmelden

[...]";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Session;ePA
gemSpec_ePA_FdV;A_17542-01;ePA-Frontend des Versicherten: Logout - Authentisierungstoken abmelden;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Logout Aktensession"",
wenn ein Authentisierungstoken in den Session-Daten gespeichert ist, die
Aktivität ""Authentisierungstoken abmelden"" gemäß TAB_FdV_172 umsetzen.


 Tabelle #: TAB_FdV_172 – Logout - Authentisierungstoken abmelden

[...]";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Session;ePA
gemSpec_ePA_FdV;A_17543-01;ePA-Frontend des Versicherten: periodisch Authentisierungstoken erneuern;"Das ePA-Frontend des Versicherten MUSS vor Ablauf der Gültigkeit des
Authentisierungstoken versuchen, mit der Aktivität ""Authentisierungstoken
erneuern"" einen neuen Authentisierungstoken zu erhalten.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Session;ePA
gemSpec_ePA_FdV;A_17766-01;ePA-Frontend des Versicherten: Logout - Freischaltung des Signaturdienstes beenden;"Das ePA-Frontend des Versicherten MUSS im Anwendungsfall ""Logout Aktensession"",
wenn für die Authentisierung eine alternative
kryptographische Versichertenidentität genutzt wurde und die Schnittstelle
I_Remote_Sign_Operations::sign_Data freigeschaltet wurde, den Signaturdienst
aufrufen, um eine Freischaltung des Signaturdienstes für den Nutzer zu beenden.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Session;ePA
gemSpec_ePA_FdV;A_17772-01;ePA-Frontend des Versicherten: Upload unverschlüsselter technischer Dokumente;"Das ePA-Frontend des Versicherten MUSS sicherstellen, dass technische Dokumente
(Policy Documents) unverschlüsselt, d.h. nicht mit dem Aktenschlüssel
verschlüsselt, in das ePA-Aktensystem eingestellt werden. ";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Policy;ePA
gemSpec_ePA_FdV;A_17854-01;"ePA-Frontend des Versicherten: Nutzung des Anfragetyps ""FindDocumentsByTitle""";"Das ePA-Frontend des Versicherten MUSS den in [ITI-18] nicht enthaltenen
zusätzlichen Anfragetyp ""FindDocumentsByTitle"" mit der Query-ID
""urn:uuid:ab474085-82b5-402d-8115-3f37cb1e2405"" und denselben
Parameternutzungsvorgaben der Registry Stored Query ""FindDocuments"" gemäß
[IHE-ITI-TF2a#3.18.4.1.2.3.7.1] in Verbindung mit dem zusätzlich zu [ITI-18]
eingeführten Suchparameter$XDSDocumentEntryTitle sowie dem optionalen Parameter 
$XDSDocumentEntryAuthorInstitution nutzen können.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Dokumentenverwaltung;ePA
gemSpec_ePA_FdV;A_18044-01;ePA-Frontend des Versicherten: Test-App mit ePA-Frontend des Versicherten und Testtreiber-Modul;"Die Test-App des ePA-Frontend des Versicherten MUSS ein Testtreiber-Modul
beinhalten, welches die Schnittstellen I_FdV und I_FdV_Management anbietet. Das
Testtreiber-Modul MUSS die durch das ePA-Frontend des Versicherten – dem
Zulassungsgegenstand – über eine produktspezifische Schnittstelle angebotene
Funktionalität nutzen, um die Operationen der Schnittstellen umzusetzen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Test;Neutral
gemSpec_ePA_FdV;A_18177-01;ePA-Frontend des Versicherten: Prüfung TI-Zertifikate (SGD-Zertifikate);"Das ePA-Frontend des Versicherten MUSS X.509-Zertifikate eines
Schlüsselgenerierungsdienstes der TI gemäß PL_TUC_PKI_VERIFY_CERTIFICATE prüfen.

PL_TUC_PKI_VERIFY_CERTIFICATE nutzen Eingangsdaten:

 * Zu prüfendes Zertifikat: vom SGD übermitteltes Zertifikat
 * EECertificateContainedInTSL: true
 * Referenzzeitpunkt: aktuelle Systemzeit  Rückgabedaten:

 * Gültigkeit zu Referenzzeitpunkt
 * Rolle des Zertifikates ";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Zertifikatsprüfung;Neutral
gemSpec_ePA_FdV;A_18248-01;ePA-Frontend des Versicherten: AuthorizationKey erstellen - Verschlüsselungszertifikate für Telematik-ID verwenden;"Das ePA-Frontend des Versicherten MUSS beim Erstellen eines AuthorizationKeys
für das Ermitteln der Telematik-ID einer Leistungserbringerinstitution oder
eines Kostenträger ein Verschlüsselungszertifikat der Institution verwenden.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_18256-01;ePA-Frontend des Versicherten: Search Operation mittels LDAP-Directory Basisdatensatz Attribut;"Das ePA-Frontend des Versicherten MUSS für eine Suchanfrage im VZD der TI eine
LDAP search Operation basierend auf dem VZD Datenmodell umsetzen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";VZD;Neutral
gemSpec_ePA_FdV;A_19306;ePA-Frontend des Versicherten: Berechtigung konform mit Zugriffsunterbindungsregeln;"Das ePA-Frontend des Versicherten MUSS verhindern, dass Nutzer Berechtigungen
erteilen, die der Tabelle [gemSpec_Dokumentenverwaltung#Tab_Dokv_030 -
Zugriffsunterbindungsregeln] widersprechen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_19566-02;ePA-Frontend des Versicherten: Vertraulichkeitsstufen in der kategorienbasierten Berechtigung;"Das ePA-Frontend des Versicherten MUSS dem Nutzer die Möglichkeit geben, bei
der kategorienbasierten Berechtigungsvergabe pro Kategorie ein normales oder
ein erweitertes Zugriffsrecht auszuwählen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_19567-02;ePA-Frontend des Versicherten: Vertraulichkeits-Kennzeichnung hochgeladener Dokumente;"Das ePA-Frontend des Versicherten MUSS bei allen Dokumenten die vom Nutzer
ausgewählte Vertraulichkeitsstufe in den Metadaten jedes Dokuments setzen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_19578-02;ePA-Frontend des Versicherten: Abbildung der Vertraulichkeitsstufen auf confidentialityCodes;"Das ePA-Frontend des Versicherten MUSS, wenn der Nutzer seine Dokumente mittels
der kategorienbasierten Berechtigung freigeben möchte, bei diesen
Dokumenten die vom Nutzer ausgewählte Vertraulichkeitsstufe über folgende
confidentialityCodes abbilden:

 * normal -> confidentialityCode normal
 * vertraulich ->confidentialityCode restricted  Im Detail ist dies auch schon
in Kapitel 6.2.6 in den Anforderungen A_15386-* und A_15387-* übergreifend
beschrieben.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_19580;ePA-Frontend des Versicherten: Wechsel der Vertraulichkeitsstufe von normal nach vertraulich;"Das ePA-Frontend des Versicherten MUSS es dem Nutzer ermöglichen, die
Vertraulichkeitsstufe eines Dokumentes vonnormal in vertraulich zu ändern.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_19581;ePA-Frontend des Versicherten: Wechsel der Vertraulichkeitsstufe von normal nach streng vertraulich;"Das ePA-Frontend des Versicherten MUSS es dem Nutzer ermöglichen, die
Vertraulichkeitsstufe eines Dokumentes vonnormal in streng vertraulich zu
ändern.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_19582;ePA-Frontend des Versicherten: Wechsel der Vertraulichkeitsstufe von vertraulich nach normal;"Das ePA-Frontend des Versicherten MUSS es dem Nutzer ermöglichen, die
Vertraulichkeitsstufe eines Dokumentes vonvertraulich in normal zu ändern.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_19583;ePA-Frontend des Versicherten: Wechsel der Vertraulichkeitsstufe von vertraulich nach streng vertraulich;"Das ePA-Frontend des Versicherten MUSS es dem Nutzer ermöglichen, die
Vertraulichkeitsstufe eines Dokumentes vonvertraulich in streng vertraulich zu
ändern.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_19584;ePA-Frontend des Versicherten: Wechsel der Vertraulichkeitsstufe von streng vertraulich nach normal;"Das ePA-Frontend des Versicherten MUSS es dem Nutzer ermöglichen, die
Vertraulichkeitsstufe eines Dokumentes vonstreng vertraulich in normal zu
ändern.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_19585;ePA-Frontend des Versicherten: Wechsel der Vertraulichkeitsstufe von streng vertraulich nach vertraulich;"Das ePA-Frontend des Versicherten MUSS es dem Nutzer ermöglichen, die
Vertraulichkeitsstufe eines Dokumentes vonstreng vertraulich in vertraulich zu
ändern.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_19588;ePA-Frontend des Versicherten: Erstellen einer Leistungserbringer-Policy für das einfache Zugriffsrecht;"Das ePA-Frontend des Versicherten MUSS beim Erteilen einer einfachen
Zugriffsberechtigung für die Leistungserbringerinstitution in der
APPC-Policy das einfache Zugriffsrecht über den confidentialityCodenormal
abbilden. ";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_19589;ePA-Frontend des Versicherten: Erstellen einer Leistungserbringer-Policy für das erweiterte Zugriffsrecht;"Das ePA-Frontend des Versicherten MUSS beim Erteilen einer erweiterten
Zugriffsberechtigung für die Leistungserbringerinstitution in der APPC-Policy
das erweiterte Zugriffsrecht über die confidentialityCodesnormal und restricted
abbilden.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_19693;ePA-Frontend des Versicherten: Änderung der Dokumentenkategorie-Zugriffsberechtigung;"Das ePA-Frontend des Versicherten MUSS dem Nutzer jederzeit ermöglichen, einmal
getroffene Entscheidungen bezüglich der Zugriffsberechtigung für einzelne
Dokumentenkategorien zurückzunehmen und neu zu vergeben.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_19698-01;ePA-Frontend des Versicherten: Erstellen eines Policy Document für die kategorienbasierte Berechtigung;"Das ePA-Frontend des Versicherten MUSS bei der Erteilung einer Berechtigung für
den Zugriff auf eine Dokumentenkategorie ein Policy Document für diese
Leistungserbringerinstitution erzeugen und in der ePA-Dokumentenverwaltung
speichern. Dieses muss in ihren Regeln die Freigabe der einzelnen
Dokumentenkategorien enthalten. Wenn es für die LEI noch kein Policy Document
gibt, dann muss das ePA-Frontend des Versicherten diese erstellen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_19768;ePA-Frontend des Versicherten: Zugriff auf ein einzelnes Dokument für eine Leistungserbringerinstitution erteilen;"Das ePA-Frontend des Versicherten MUSS dem Nutzer ermöglichen, einer vorher
ausgewählten LEI den Zugriff auf ein einzelnes Dokument ermöglichen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_19770;ePA-Frontend des Versicherten: Zugriff auf ein einzelnes Dokument für eine Leistungserbringerinstitution entziehen;"Das ePA-Frontend des Versicherten MUSS dem Nutzer ermöglichen, einer vorher
ausgewählten LEI den Zugriff auf ein einzelnes Dokument zu entziehen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_19778-02;ePA_Frontend des Versicherten: Abbilden eines erteilten Zugriffs in dem Policy Document;"Das ePA-Frontend des Versicherten MUSS einen Allowlist-Eintrag mit der
DocumentEntry.entryUUID oder Folder.entryUUID (eines Folders der Sammlungstypen
uniform und mixed) in der Allowlist-Policy des Policy Document der LEI
erstellen, wenn der Nutzer dieser LEI den Zugriff auf ein konkretes Dokument
bzw. einen konkreten Folder der Sammlungstypen uniform und mixed erteilen
möchte. ";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_19781-02;ePA_Frontend des Versicherten: Abbilden eines entzogenen Zugriffs in dem Policy Document;"Das ePA-Frontend des Versicherten MUSS einen Denylist-Eintrag mit der
DocumentEntry.entryUUID oder Folder.entryUUID (eines Folders der Sammlungstypen
uniform und mixed) in der Denylist-Policy des Policy Document der LEI
erstellen, wenn der Nutzer dieser LEI den Zugriff auf ein konkretes Dokument
bzw. einen konkreten Folder der Sammlungstypen uniform und mixed entziehen
möchte. ";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_19866;ePA_Frontend des Versicherten: Erzeugen einer neuen APPC Policy;"Das ePA-Frontend des Versicherten MUSS für eine LEI eine neue APPC Policy
anlegen, wenn der Versicherte eine Berechtigung auf ein Dokument für eine
bestimmte LEI erteilt oder entzogen hat und es noch keine APPC Policy gibt.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_19867;ePA_Frontend des Versicherten: Kein Dokument gleichzeitig auf Allowlist und Denylist;"Das ePA-Frontend des Versicherten MUSS sicherstellen, dass in einer APPC Policy
kein Dokument gleichzeitig auf Deny- und Allowlist gelistet ist.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_20109-04;ePA-Frontend des Versicherten: Konfiguration der zeitlichen Begrenzung der Berechtigungsdauer;"Das ePA-Frontend des Versicherten MUSS es dem Nutzer ermöglichen, die zeitliche
Begrenzung für eine Leistungserbringerinstitution für die erteilte
Zugriffsberechtigung zu konfigurieren. Folgende Optionen MUSS das ePA-Frontend
anbieten:
 * flexibles Enddatum
 * 1 Tag (heutiges Datum)
 * 7 Tage [default] (heutiges Datum + 6 Kalendertage)
 * 18 Monate (heutiges Datum + 18 Monate)
 * Unbefristet (31.12.9999)";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_20178-01;ePA-Frontend des Versicherten: Vorauswahl der Vertraulichkeitsstufe;"Das ePA-Frontend des Versicherten MUSS beim Einstellen von Dokumenten den vom
Nutzer konfigurierten Defaultwert der Vertrauensstufe vorschlagen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_20198-02;ePA-Frontend des Versicherten: Anzeige der auf ein Dokument berechtigten LEI;"Das ePA-Frontend des Versicherten MUSS den Anwendungsfall ""Anzeige der auf ein
Dokument berechtigten LEI"" gemäß TAB_FdV_178 umsetzen.
Tabelle #: TAB_FdV_178 Anzeige der auf ein Dokument berechtigten LEI

[...]";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_20199-01;ePA-Frontend des Versicherten: Ändern der Vertraulichkeitsstufe eines Dokumentes;"Das ePA-Frontend des Versicherten MUSS den Anwendungsfall ""Ändern der
Vertraulichkeitsstufe eines Dokumentes"" gemäß TAB_FdV_179 umsetzen.
 Tabelle #: TAB_FdV_179: Ändern der Vertraulichkeitsstufe eines Dokumentes

[...]";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
gemSpec_ePA_FdV;A_20201-01;ePA-Frontend des Versicherten: Ändern der Zugriffsberechtigung einer LEI auf Dokumentenkategorien;"Das ePA-Frontend des Versicherten MUSS den Anwendungsfall ""Ändern der
Zugriffsberechtigung einer LEI auf Dokumentenkategorien"" gemäß TAB_FdV_180
umsetzen.
Name Ändern der Zugriffsberechtigung einer LEI auf Dokumentenkategorien
Auslöser Aufrufen des Anwendungsfalls in der GUI
Akteur Versicherter oder berechtigter Vertreter
Vorbedingung Es besteht eine Aktensession mit gültigen Session-Daten.
Nachbedingung Im Aktensystem ist die geänderte Zugriffsberechtigung einer LEI
auf Dokumentenkategorien gespeichert
Standardablauf

[...]";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Berechtigung;ePA
